sentence1,sentence2,similarity
资格证吊销机关,资格证吊销机关,entailment
资格证吊销日期,保安资格证吊销日期,entailment
资格证发证机关,发证机关,entailment
资格证发证日期,资格证发证日期,entailment
资格证吊销原因,资格证吊销原因,entailment
颁证单位,发证机构,entailment
颁证单位组织机构代码,发证机构组织机构代码,entailment
颁证时间,发证时间,entailment
出生日期,出生日期,entailment
持证者主体代码,持证者主体代码,entailment
持证者主体名称,外国人就业证持证者主体名称,entailment
国籍,国籍,entailment
工作单位地址,工作单位地址,entailment
工作岗位,任职岗位,entailment
护照号码,护照号码,entailment
类别,外国人工作许可证类别,entailment
申请在中国工作职务,聘任职务,entailment
性别,性别,entailment
许可证号码,许可证号,entailment
许可证有效起始日期,许可证有效期开始日期,entailment
许可证有效终止日期,许可证有效期结束日期,entailment
用人单位名称,用人单位,entailment
英文姓名,英文姓名,entailment
证件号码,身份证件号码,entailment
状态,许可证状态,entailment
中文姓名,中文姓名,entailment
证照类型名称,证照类型名称,entailment
部职别,自主就业退役士兵部职别,entailment
残疾等级,残疾等级,entailment
残疾性质,残疾性质,entailment
身份证号,公民身份号码,entailment
姓名,姓名,entailment
身体状况,身体状况,entailment
是否复工复职,是否复工复职,entailment
是否异地安置,是否异地安置,entailment
自主就业（自谋职业）安置类别,自主就业安置类别,entailment
是否参加教育培训,是否参加教育培训,entailment
是否发放自谋职业补助金,是否发放自谋职业补助金,entailment
公民身份号码,公民身份号码,entailment
姓名,姓名,entailment
性别,性别,entailment
民族,民族,entailment
工种类别,工种类别,entailment
就业创业证号,就业创业证号,entailment
发证日期,发证日期,entailment
发证机构名称,发证机构,entailment
发证单位,发证机关,entailment
就业类别,就业类别,entailment
工作单位名称,工作单位,entailment
实现就业日期,实现就业日期,entailment
人员类别,就业人员类别,entailment
原工作单位名称,原工作单位,entailment
失业原因,失业原因,entailment
当前状态,就业状态,entailment
失业日期,失业日期,entailment
失业登记原因,失业登记原因,entailment
登记类型,就业登记类型,entailment
社会保障号码,社会保障号码,entailment
姓名,姓名,entailment
离退休类别,离退休类别,entailment
身份证号,公民身份号码,entailment
核发单位,核发单位,entailment
核发时间,证件核发日期,entailment
缴费年限起始时间,社保缴费开始时间,entailment
领取退休待遇时间,领取退休待遇时间,entailment
退休时申报单位,退休申报单位,entailment
存档机构名称,存档机构,entailment
存档时间,存档时间,entailment
档案状态,人事档案状态,entailment
存档机构地区代码,存档机构地区代码,entailment
档案存放机构联系电话,档案存放机构联系电话,entailment
身份证号码,公民身份号码,entailment
性别,性别,entailment
姓名,姓名,entailment
转出时间,人事档案转出时间,entailment
存档机构代码（统一社会信用代码或组织机构代码）,统一社会信用代码或组织机构代码,entailment
档案编号,人事档案编号,entailment
被鉴定人姓名,被鉴定人姓名,entailment
工作单位,工作单位,entailment
疾病名称,疾病名称,entailment
鉴定结论,鉴定结论,entailment
证件类型,身份证件类型,entailment
发文单位,发文单位,entailment
制发日期,发证日期,entailment
被鉴定人证件号码,被鉴定人证件号码,entailment
聘用单位,聘用单位,entailment
性别,性别,entailment
出生日期,出生日期,entailment
护照号码,护照号码,entailment
有效期（起始）,证书有效期开始日期,entailment
有效期（截止）,有效期截止日期,entailment
证照类型名称,证照类型名称,entailment
状态,证件状态,entailment
职位,任职岗位,entailment
发证单位,发证机关,entailment
发证日期,发证日期,entailment
身份证号码,公民身份号码,entailment
持证者姓名,持证者姓名,entailment
证件类型,身份证件类型,entailment
证件号码,身份证件号码,entailment
姓名,姓名,entailment
个人联系电话（或手机）,联系电话,entailment
居住地址,居住地址,entailment
残疾证号,残疾证号,entailment
残疾等级,残疾等级,entailment
残疾类别,残疾类别,entailment
性别,性别,entailment
监护人住址,监护人住址,entailment
监护人姓名,监护人姓名,entailment
监护人联系方式,监护人联系电话,entailment
与监护人关系,与监护人关系,entailment
身份证号,公民身份号码,entailment
姓名,姓名,entailment
居民身份证号码,公民身份号码,entailment
姓名,姓名,entailment
许可证名称,许可证名称,entailment
许可证号码,许可证号,entailment
联系人姓名,联系人姓名,entailment
联系电话,联系电话,entailment
通讯地址,通讯地址,entailment
案号,案号,entailment
地址,地址,entailment
法定代表人姓名,法定代表人姓名,entailment
法定代表人证件号,法定代表人身份证件号码,entailment
法定代表人证件类型,法定代表人身份证件类型,entailment
国籍,国籍,entailment
联系电话,联系电话,entailment
民族,民族,entailment
诉讼地位,诉讼地位,entailment
性别,性别,entailment
证件号,身份证件号码,entailment
证件类型,身份证件类型,entailment
当事人姓名,案件当事人,entailment
序号,司法案件序号,entailment
案号,案号,entailment
地址,地址,entailment
举报电话,举报电话,entailment
举报联系人,举报联系人姓名,entailment
姓名,姓名,entailment
地址,地址,entailment
判决结果,司法案件判决结果,entailment
判决时间,判决时间,entailment
联系电话,联系电话,entailment
名称,姓名,entailment
身份证号码,公民身份号码,entailment
生效时间,司法案件判决生效时间,entailment
案号代码,案号,entailment
序号,司法案件序号,entailment
住址,住址,entailment
联系电话,联系电话,entailment
判决时间,判决时间,entailment
身份证号,公民身份号码,entailment
生效时间,司法案件判决生效时间,entailment
姓名,姓名,entailment
案号代码,案号,entailment
序号,司法案件序号,entailment
联系地址,联系地址,entailment
联系电话,联系电话,entailment
信访人姓名,信访人姓名,entailment
维权日期,维权日期,entailment
身份证号,公民身份号码,entailment
维权内容,维权内容,entailment
公民身份号码,公民身份号码,entailment
户籍地省市县（区）,户籍地省市区县,entailment
户籍地详细地址,户籍地址区划内详细地址,entailment
户主公民身份号码,户主公民身份号码,entailment
户主姓名,户主姓名,entailment
籍贯国家（地区）,籍贯国家地区,entailment
籍贯省市县（区）,籍贯省市区县,entailment
籍贯详址,籍贯详址,entailment
监护人一监护关系,第一监护人监护关系,entailment
监护人一公民身份号码,第一监护人公民身份号码,entailment
监护人一联系电话,第一监护人联系电话,entailment
监护人一姓名,第一监护人姓名,entailment
监护人二监护关系,第二监护人监护关系,entailment
监护人二公民身份号码,第二监护人公民身份号码,entailment
监护人二联系电话,第二监护人联系电话,entailment
监护人二姓名,第二监护人姓名,entailment
所属街路巷名称,所属街路巷,entailment
所属居民委会名称,所属居民委会,entailment
居住地省市县（区）,居住地省市区县,entailment
居住地详细地址,居住地详细地址,entailment
联系电话,联系电话,entailment
门楼牌号,户籍门楼详址,entailment
门楼详址,户籍门楼详址,entailment
所属省市县区,所在省市县区,entailment
所属乡镇（街道）,所属乡镇街道,entailment
所属县级公安机关名称,所属县级公安机关,entailment
姓名,姓名,entailment
乡镇街道代码,乡镇街道代码,entailment
住址,住址,entailment
公民身份号码,公民身份号码,entailment
户籍地,户籍地,entailment
户籍门(楼)详址,户籍门楼详址,entailment
婚姻状况,婚姻状况,entailment
籍贯,籍贯,entailment
流入原因,流动人口流入原因,entailment
联系方式,联系电话,entailment
民族,民族,entailment
性别,性别,entailment
学历,学历,entailment
姓名,姓名,entailment
证件号码,身份证件号码,entailment
现住门(楼)详址,现住门楼详址,entailment
公民身份号码,公民身份号码,entailment
联系方式,联系电话,entailment
民族,民族,entailment
上访类型,上访类型,entailment
上访原因,上访原因,entailment
上访状态,上访状态,entailment
性别,性别,entailment
学历,学历,entailment
姓名,姓名,entailment
现住门(楼)详址,现住门楼详址,entailment
家庭住址,家庭住址,entailment
联系电话,联系电话,entailment
